# start	end	mode	name  (end = start+size-1; 0 = size unknown)
0x08105694	0x081056D3	thumb	AnimSoftBoiledEgg_Step3_Callback1
0x081056D4	0x0810571B	thumb	AnimSoftBoiledEgg_Step3_Callback2
0x0810571C	0x0810575B	thumb	AnimSoftBoiledEgg_Step4
0x0810575C	0x0810577B	thumb	AnimSoftBoiledEgg_Step4_Callback
0x0810577C	0x081057B7	thumb	AnimTask_AttackerStretchAndDisappear
0x081057B8	0x0810580F	thumb	AnimTask_AttackerStretchAndDisappear_Step
0x08105810	0x08105877	thumb	AnimTask_ExtremeSpeedImpact
0x08105878	0x0810599B	thumb	AnimTask_ExtremeSpeedImpact_Step
0x0810599C	0x081059DF	thumb	AnimTask_ExtremeSpeedMonReappear
0x081059E0	0x08105AAB	thumb	AnimTask_ExtremeSpeedMonReappear_Step
0x08105AAC	0x08105B07	thumb	AnimTask_SpeedDust
0x08105B08	0x08105C47	thumb	AnimTask_SpeedDust_Step
0x08105C48	0x08105CB3	thumb	AnimSpeedDust
0x08105CB4	0x08105D5F	thumb	AnimTask_LoadMusicNotesPals
0x08105D60	0x08105D87	thumb	AnimTask_FreeMusicNotesPals
0x08105D88	0x08105DE7	thumb	SetMusicNotePalette
0x08105DE8	0x08105E5F	thumb	AnimHealBellMusicNote
0x08105E60	0x08105EAF	thumb	AnimMagentaHeart
0x08105EB0	0x08105F2F	thumb	AnimTask_FakeOut
0x08105F30	0x08105F83	thumb	AnimTask_FakeOut_Step1
0x08105F84	0x0810601F	thumb	AnimTask_FakeOut_Step2
0x08106020	0x081060AF	thumb	AnimTask_StretchTargetUp
0x081060B0	0x0810613F	thumb	AnimTask_StretchAttackerUp
0x08106140	0x0810618B	thumb	AnimRedHeartProjectile
0x0810618C	0x081061C1	thumb	AnimRedHeartProjectile_Step
0x081061C4	0x08106249	thumb	AnimParticleBurst
0x0810624C	0x0810627B	thumb	AnimRedHeartRising
0x0810627C	0x081062E7	thumb	AnimRedHeartRising_Step
0x081062E8	0x081063A7	thumb	AnimTask_HeartsBackground
0x081063A8	0x081064F7	thumb	AnimTask_HeartsBackground_Step
0x081064F8	0x081065EB	thumb	AnimTask_ScaryFace
0x081065EC	0x0810673B	thumb	AnimTask_ScaryFace_Step
0x0810673C	0x0810679B	thumb	AnimOrbitFast
0x0810679C	0x08106877	thumb	AnimOrbitFast_Step
0x08106878	0x081068CB	thumb	AnimOrbitScatter
0x081068CC	0x08106913	thumb	AnimOrbitScatter_Step
0x08106914	0x08106943	thumb	AnimSpitUpOrb_Step
0x08106944	0x0810699B	thumb	AnimSpitUpOrb
0x0810699C	0x081069B5	thumb	AnimEyeSparkle_Step
0x081069B8	0x081069CF	thumb	AnimEyeSparkle
0x081069D0	0x08106A63	thumb	AnimAngel
0x08106A64	0x08106ACD	thumb	AnimPinkHeart_Step
0x08106AD0	0x08106B53	thumb	AnimPinkHeart
0x08106B54	0x08106C7D	thumb	AnimDevil
0x08106C80	0x08106CCD	thumb	AnimFurySwipes
0x08106CD0	0x08106D5B	thumb	AnimMovementWaves
0x08106D5C	0x08106D8F	thumb	AnimMovementWaves_Step
0x08106D90	0x08106DD3	thumb	AnimTask_UproarDistortion
0x08106DD4	0x08106DFF	thumb	AnimTask_UproarDistortion_Step
0x08106E00	0x08106EC7	thumb	AnimJaggedMusicNote
0x08106EC8	0x08106EFF	thumb	AnimJaggedMusicNote_Step
0x08106F00	0x08106F5F	thumb	AnimPerishSongMusicNote2
0x08106F60	0x08107017	thumb	AnimPerishSongMusicNote
0x08107018	0x0810703B	thumb	AnimPerishSongMusicNote_Step1
0x0810703C	0x081070AB	thumb	AnimPerishSongMusicNote_Step2
0x081070AC	0x08107143	thumb	AnimGuardRing
0x08107144	0x08107167	thumb	AnimTask_IsFuryCutterHitRight
0x08107168	0x08107187	thumb	AnimTask_GetFuryCutterHitCount
0x08107188	0x0810721B	thumb	AnimTask_CreateRaindrops
0x0810721C	0x08107227	thumb	AnimRainDrop
0x08107228	0x0810725D	thumb	AnimRainDrop_Step
0x08107260	0x0810737F	thumb	AnimWaterBubbleProjectile
0x08107380	0x08107407	thumb	AnimWaterBubbleProjectile_Step1
0x08107408	0x0810742F	thumb	AnimWaterBubbleProjectile_Step2
0x08107430	0x0810744B	thumb	AnimWaterBubbleProjectile_Step3
0x0810744C	0x081074E3	thumb	AnimAuroraBeamRings
0x081074E4	0x08107527	thumb	AnimAuroraBeamRings_Step
0x08107528	0x0810756B	thumb	AnimTask_RotateAuroraRingColors
0x0810756C	0x081075EB	thumb	AnimTask_RotateAuroraRingColors_Step
0x081075EC	0x08107673	thumb	AnimToTargetInSinWave
0x08107674	0x081076C5	thumb	AnimToTargetInSinWave_Step
0x081076C8	0x081076F3	thumb	AnimTask_StartSinAnimTimer
0x081076F4	0x0810772F	thumb	AnimTask_RunSinAnimTimer
0x08107730	0x081077A3	thumb	AnimHydroCannonCharge
0x081077A4	0x081077BD	thumb	AnimHydroCannonCharge_Step
0x081077C0	0x08107893	thumb	AnimHydroCannonBeam
0x08107894	0x081078CF	thumb	AnimWaterGunDroplet
0x081078D0	0x0810790B	thumb	AnimSmallBubblePair
0x0810790C	0x08107951	thumb	AnimSmallBubblePair_Step
0x08107954	0x08107B83	thumb	AnimTask_CreateSurfWave
0x08107B84	0x08107CC3	thumb	AnimTask_CreateSurfWave_Step1
0x08107CC4	0x08107D57	thumb	AnimTask_CreateSurfWave_Step2
0x08107D58	0x08108033	thumb	AnimTask_SurfWaveScanlineEffect
0x08108034	0x08108097	thumb	AnimSmallDriftingBubbles
0x08108098	0x081080E3	thumb	AnimSmallDriftingBubbles_Step
0x081080E4	0x0810813F	thumb	AnimTask_WaterSpoutLaunch
0x08108140	0x08108381	thumb	AnimTask_WaterSpoutLaunch_Step
0x08108384	0x08108407	thumb	GetWaterSpoutPowerForAnim
0x08108408	0x0810851B	thumb	CreateWaterSpoutLaunchDroplets
0x0810851C	0x081085C7	thumb	AnimSmallWaterOrb
0x081085C8	0x0810862B	thumb	AnimTask_WaterSpoutRain
0x0810862C	0x0810871B	thumb	AnimTask_WaterSpoutRain_Step
0x0810871C	0x081087BF	thumb	CreateWaterSpoutRainDroplet
0x081087C0	0x0810886B	thumb	AnimWaterSpoutRain
0x0810886C	0x081088E3	thumb	AnimWaterSpoutRainHit
0x081088E4	0x08108977	thumb	AnimTask_WaterSport
0x08108978	0x08108ABD	thumb	AnimTask_WaterSport_Step
0x08108AC0	0x08108B2B	thumb	CreateWaterSportDroplet
0x08108B2C	0x08108B93	thumb	AnimWaterSportDroplet
0x08108B94	0x08108BDF	thumb	AnimWaterSportDroplet_Step
0x08108BE0	0x08108C07	thumb	AnimWaterPulseBubble
0x08108C08	0x08108C51	thumb	AnimWaterPulseBubble_Step
0x08108C54	0x08108C91	thumb	AnimWaterPulseRingBubble
0x08108C94	0x08108CDB	thumb	AnimWaterPulseRing
0x08108CDC	0x08108D51	thumb	AnimWaterPulseRing_Step
0x08108D54	0x08108EC7	thumb	CreateWaterPulseRingBubbles
0x08108EC8	0x08108F07	thumb	AnimFireSpiralInward
0x08108F08	0x08108F4B	thumb	AnimFireSpread
0x08108F4C	0x08108FBB	thumb	AnimFirePlume
0x08108FBC	0x08109027	thumb	AnimLargeFlame
0x08109028	0x08109063	thumb	AnimLargeFlame_Step
0x08109064	0x081090D7	thumb	AnimUnusedSmallEmber
0x081090D8	0x0810916B	thumb	AnimUnusedSmallEmber_Step
0x0810916C	0x08109197	thumb	AnimSunlight
0x08109198	0x081091FF	thumb	AnimEmberFlare
0x08109200	0x0810921B	thumb	AnimBurnFlame
0x0810921C	0x08109243	thumb	AnimFireRing
0x08109244	0x0810929B	thumb	AnimFireRing_Step1
0x0810929C	0x08109313	thumb	AnimFireRing_Step2
0x08109314	0x08109335	thumb	AnimFireRing_Step3
0x08109338	0x08109363	thumb	UpdateFireRingCircleOffset
0x08109364	0x081093A3	thumb	AnimFireCross
0x081093A4	0x081093E3	thumb	AnimFireSpiralOutward
0x081093E4	0x0810940B	thumb	AnimFireSpiralOutward_Step1
0x0810940C	0x0810945D	thumb	AnimFireSpiralOutward_Step2
0x08109460	0x081094CF	thumb	AnimTask_EruptionLaunchRocks
0x081094D0	0x081097B1	thumb	AnimTask_EruptionLaunchRocks_Step
0x081097B4	0x081098EB	thumb	CreateEruptionLaunchRocks
0x081098EC	0x0810992F	thumb	AnimEruptionLaunchRock
0x08109930	0x08109981	thumb	GetEruptionLaunchRockInitialYPos
0x08109984	0x0810999F	thumb	InitEruptionLaunchRockCoordData
0x081099A0	0x08109A0F	thumb	UpdateEruptionLaunchRockPos
0x08109A10	0x08109A63	thumb	AnimEruptionFallingRock
0x08109A64	0x08109AF9	thumb	AnimEruptionFallingRock_Step
0x08109AFC	0x08109C4B	thumb	AnimWillOWispOrb
0x08109C4C	0x08109CAF	thumb	AnimWillOWispOrb_Step
0x08109CB0	0x08109DBB	thumb	AnimWillOWispFire
0x08109DBC	0x08109E2B	thumb	AnimTask_MoveHeatWaveTargets
0x08109E2C	0x0810A05F	thumb	AnimTask_MoveHeatWaveTargets_Step
0x0810A060	0x0810A093	thumb	AnimTask_BlendBackground
0x0810A094	0x0810A1A7	thumb	AnimTask_ShakeTargetInPattern
0x0810A1A8	0x0810A1F7	thumb	AnimLightning
0x0810A1F8	0x0810A211	thumb	AnimLightning_Step
0x0810A214	0x0810A257	thumb	AnimUnusedSpinningFist
0x0810A258	0x0810A271	thumb	AnimUnusedSpinningFist_Step
0x0810A274	0x0810A307	thumb	AnimUnusedCirclingShock
0x0810A308	0x0810A46B	thumb	AnimSparkElectricity
0x0810A46C	0x0810A4F3	thumb	AnimZapCannonSpark
0x0810A4F4	0x0810A569	thumb	AnimZapCannonSpark_Step
0x0810A56C	0x0810A5B9	thumb	AnimThunderboltOrb_Step
0x0810A5BC	0x0810A627	thumb	AnimThunderboltOrb
0x0810A628	0x0810A6EB	thumb	AnimSparkElectricityFlashing
0x0810A6EC	0x0810A759	thumb	AnimSparkElectricityFlashing_Step
0x0810A75C	0x0810A7DB	thumb	AnimElectricity
0x0810A7DC	0x0810A833	thumb	AnimTask_ElectricBolt
0x0810A834	0x0810A9DB	thumb	AnimTask_ElectricBolt_Step
0x0810A9DC	0x0810AA29	thumb	AnimElectricBoltSegment
0x0810AA2C	0x0810AAAF	thumb	AnimThunderWave
0x0810AAB0	0x0810AAFB	thumb	AnimThunderWave_Step
0x0810AAFC	0x0810AB77	thumb	AnimTask_ElectricChargingParticles
0x0810AB78	0x0810AC8B	thumb	AnimTask_ElectricChargingParticles_Step
0x0810AC8C	0x0810ACBF	thumb	AnimElectricChargingParticles_Step
0x0810ACC0	0x0810ACD7	thumb	AnimElectricChargingParticles
0x0810ACD8	0x0810AD2F	thumb	AnimGrowingChargeOrb
0x0810AD30	0x0810AD97	thumb	AnimElectricPuff
0x0810AD98	0x0810ADF7	thumb	AnimVoltTackleOrbSlide
0x0810ADF8	0x0810AE5B	thumb	AnimVoltTackleOrbSlide_Step
0x0810AE5C	0x0810AFCB	thumb	AnimTask_VoltTackleAttackerReappear
0x0810AFCC	0x0810B153	thumb	AnimTask_VoltTackleBolt
0x0810B154	0x0810B1EF	thumb	CreateVoltTackleBolt
0x0810B1F0	0x0810B23B	thumb	AnimVoltTackleBolt
0x0810B23C	0x0810B299	thumb	AnimGrowingShockWaveOrb
0x0810B29C	0x0810B42D	thumb	AnimTask_ShockWaveProgressingBolt
0x0810B430	0x0810B519	thumb	CreateShockWaveBoltSprite
0x0810B51C	0x0810B55B	thumb	AnimShockWaveProgressingBolt
0x0810B55C	0x0810B613	thumb	AnimTask_ShockWaveLightning
0x0810B614	0x0810B683	thumb	CreateShockWaveLightningSprite
0x0810B684	0x0810B6C3	thumb	AnimShockWaveLightning
0x0810B6C4	0x0810B847	thumb	AnimUnusedIceCrystalThrow
0x0810B848	0x0810B8AB	thumb	AnimUnusedIceCrystalThrow_Step
0x0810B8AC	0x0810B8EB	thumb	AnimIcePunchSwirlingParticle
0x0810B8EC	0x0810B973	thumb	AnimIceBeamParticle
0x0810B974	0x0810B9E7	thumb	AnimIceEffectParticle
0x0810B9E8	0x0810BA21	thumb	AnimFlickerIceEffectParticle
0x0810BA24	0x0810BB5F	thumb	AnimSwirlingSnowball
0x0810BB60	0x0810BBC7	thumb	AnimSwirlingSnowball_Step1
0x0810BBC8	0x0810BC4B	thumb	AnimSwirlingSnowball_Step2
0x0810BC4C	0x0810BC93	thumb	AnimSwirlingSnowball_End
0x0810BC94	0x0810BDD7	thumb	AnimMoveParticleBeyondTarget
0x0810BDD8	0x0810BE47	thumb	AnimWiggleParticleTowardsTarget
0x0810BE48	0x0810BECD	thumb	AnimWaveFromCenterOfTarget
0x0810BED0	0x0810C007	thumb	InitSwirlingFogAnim
0x0810C008	0x0810C09D	thumb	AnimSwirlingFogAnim
0x0810C0A0	0x0810C163	thumb	AnimTask_HazeScrollingFog
0x0810C164	0x0810C2EF	thumb	AnimTask_HazeScrollingFog_Step
0x0810C2F0	0x0810C323	thumb	AnimThrowMistBall
0x0810C324	0x0810C3EF	thumb	AnimTask_MistBallFog
0x0810C3F0	0x0810C55F	thumb	AnimTask_MistBallFog_Step
0x0810C560	0x0810C6D3	thumb	InitPoisonGasCloudAnim
0x0810C6D4	0x0810C917	thumb	MovePoisonGasCloud
0x0810C918	0x0810C933	thumb	AnimTask_Hail
0x0810C934	0x0810C9E1	thumb	AnimTask_Hail2
0x0810C9E4	0x0810CB55	thumb	GenerateHailParticle
0x0810CB58	0x0810CC3B	thumb	AnimHailBegin
0x0810CC3C	0x0810CC87	thumb	AnimHailContinue
0x0810CC88	0x0810CD1B	thumb	InitIceBallAnim
0x0810CD1C	0x0810CD4B	thumb	AnimThrowIceBall
0x0810CD4C	0x0810CDAF	thumb	InitIceBallParticle
0x0810CDB0	0x0810CDFB	thumb	AnimIceBallParticle
0x0810CDFC	0x0810CE2B	thumb	AnimTask_GetIceBallCounter
0x0810CE2C	0x0810CE67	thumb	AnimUnusedHumanoidFoot
0x0810CE68	0x0810CEB3	thumb	AnimSlideHandOrFootToTarget
0x0810CEB4	0x0810CEDF	thumb	AnimJumpKick
0x0810CEE0	0x0810CF2F	thumb	AnimBasicFistOrFoot
0x0810CF30	0x0810D0B7	thumb	AnimFistOrFootRandomPos
0x0810D0B8	0x0810D109	thumb	AnimFistOrFootRandomPos_Step
0x0810D10C	0x0810D163	thumb	AnimCrossChopHand
0x0810D164	0x0810D1B3	thumb	AnimCrossChopHand_Step
0x0810D1B4	0x0810D23F	thumb	AnimSlidingKick
0x0810D240	0x0810D277	thumb	AnimSlidingKick_Step
0x0810D278	0x0810D2AF	thumb	AnimSpinningKickOrPunch
0x0810D2B0	0x0810D2E3	thumb	AnimSpinningKickOrPunchFinish
0x0810D2E4	0x0810D307	thumb	AnimStompFoot
0x0810D308	0x0810D35F	thumb	AnimStompFoot_Step
0x0810D360	0x0810D37B	thumb	AnimStompFoot_End
0x0810D37C	0x0810D409	thumb	AnimDizzyPunchDuck
0x0810D40C	0x0810D47B	thumb	AnimBrickBreakWall
0x0810D47C	0x0810D4F3	thumb	AnimBrickBreakWall_Step
0x0810D4F4	0x0810D5DB	thumb	AnimBrickBreakWallShard
0x0810D5DC	0x0810D607	thumb	AnimBrickBreakWallShard_Step
0x0810D608	0x0810D6A7	thumb	AnimSuperpowerOrb
0x0810D6A8	0x0810D713	thumb	AnimSuperpowerOrb_Step
0x0810D714	0x0810D76F	thumb	AnimSuperpowerRock
0x0810D770	0x0810D82F	thumb	AnimSuperpowerRock_Step1
0x0810D830	0x0810D873	thumb	AnimSuperpowerRock_Step2
0x0810D874	0x0810D95F	thumb	AnimSuperpowerFireball
0x0810D960	0x0810D981	thumb	AnimArmThrustHit_Step
0x0810D984	0x0810DA0F	thumb	AnimArmThrustHit
0x0810DA10	0x0810DA7B	thumb	AnimRevengeScratch
0x0810DA7C	0x0810DABB	thumb	AnimFocusPunchFist
0x0810DABC	0x0810DBAB	thumb	AnimTask_MoveSkyUppercutBg
0x0810DBAC	0x0810DC0F	thumb	AnimSludgeProjectile
0x0810DC10	0x0810DC29	thumb	AnimSludgeProjectile_Step
0x0810DC2C	0x0810DCB3	thumb	AnimAcidPoisonBubble
0x0810DCB4	0x0810DCCD	thumb	AnimAcidPoisonBubble_Step
0x0810DCD0	0x0810DD23	thumb	AnimSludgeBombHitParticle
0x0810DD24	0x0810DD4F	thumb	AnimSludgeBombHitParticle_Step
0x0810DD50	0x0810DDC3	thumb	AnimAcidPoisonDroplet
0x0810DDC4	0x0810DE2B	thumb	AnimBubbleEffect
0x0810DE2C	0x0810DE6D	thumb	AnimBubbleEffect_Step
0x0810DE70	0x0810DE97	thumb	AnimEllipticalGust
0x0810DE98	0x0810DED7	thumb	AnimEllipticalGust_Step
0x0810DED8	0x0810DF17	thumb	AnimTask_AnimateGustTornadoPalette
0x0810DF18	0x0810DFA7	thumb	AnimTask_AnimateGustTornadoPalette_Step
0x0810DFA8	0x0810E027	thumb	AnimGustToTarget
0x0810E028	0x0810E041	thumb	AnimGustToTarget_Step
0x0810E044	0x0810E13B	thumb	AnimAirWaveCrescent
0x0810E13C	0x0810E183	thumb	AnimFlyBallUp
0x0810E184	0x0810E1C5	thumb	AnimFlyBallUp_Step
0x0810E1C8	0x0810E24B	thumb	AnimFlyBallAttack
0x0810E24C	0x0810E2C7	thumb	AnimFlyBallAttack_Step
0x0810E2C8	0x0810E313	thumb	DestroyAnimSpriteAfterTimer
0x0810E314	0x0810E51F	thumb	AnimFallingFeather
0x0810E520	0x0810EA4B	thumb	AnimFallingFeather_Step
0x0810EA4C	0x0810EA9F	thumb	AnimUnusedBubbleThrow
0x0810EAA0	0x0810EB3F	thumb	AnimWhirlwindLine
0x0810EB40	0x0810EB87	thumb	AnimWhirlwindLine_Step
0x0810EB88	0x0810EC33	thumb	AnimTask_DrillPeckHitSplats
0x0810EC34	0x0810EC91	thumb	AnimBounceBallShrink
0x0810EC94	0x0810ED27	thumb	AnimBounceBallLand
0x0810ED28	0x0810ED6F	thumb	AnimDiveBall
0x0810ED70	0x0810EDCF	thumb	AnimDiveBall_Step1
0x0810EDD0	0x0810EE11	thumb	AnimDiveBall_Step2
0x0810EE14	0x0810EEF7	thumb	AnimDiveWaterSplash
0x0810EEF8	0x0810EFA7	thumb	AnimSprayWaterDroplet
0x0810EFA8	0x0810F003	thumb	AnimSprayWaterDroplet_Step
0x0810F004	0x0810F017	thumb	AnimUnusedFlashingLight
0x0810F018	0x0810F081	thumb	AnimUnusedFlashingLight_Step
0x0810F084	0x0810F13F	thumb	AnimSkyAttackBird
0x0810F140	0x0810F183	thumb	AnimSkyAttackBird_Step
0x0810F184	0x0810F1EB	thumb	AnimTask_SetAttackerVisibility
0x0810F1EC	0x0810F33F	thumb	AnimDefensiveWall
0x0810F340	0x0810F3C7	thumb	AnimDefensiveWall_Step1
0x0810F3C8	0x0810F3FD	thumb	AnimDefensiveWall_Step2
0x0810F400	0x0810F46B	thumb	AnimDefensiveWall_Step3
0x0810F46C	0x0810F523	thumb	AnimDefensiveWall_Step4
0x0810F524	0x0810F58B	thumb	AnimDefensiveWall_Step5
0x0810F58C	0x0810F631	thumb	AnimWallSparkle
0x0810F634	0x0810F6AF	thumb	AnimBentSpoon
0x0810F6B0	0x0810F73F	thumb	AnimQuestionMark
0x0810F740	0x0810F773	thumb	AnimQuestionMark_Step1
0x0810F774	0x0810F7D1	thumb	AnimQuestionMark_Step2
0x0810F7D4	0x0810F80F	thumb	AnimTask_MeditateStretchAttacker
0x0810F810	0x0810F83B	thumb	AnimTask_MeditateStretchAttacker_Step
0x0810F83C	0x0810F897	thumb	AnimTask_Teleport
0x0810F898	0x0810F93F	thumb	AnimTask_Teleport_Step
0x0810F940	0x0810F9D3	thumb	AnimTask_ImprisonOrbs
0x0810F9D4	0x0810FB5F	thumb	AnimTask_ImprisonOrbs_Step
0x0810FB60	0x0810FBA7	thumb	AnimRedX_Step
0x0810FBA8	0x0810FBEF	thumb	AnimRedX
0x0810FBF0	0x0810FD3B	thumb	AnimTask_SkillSwap
0x0810FD3C	0x0810FDED	thumb	AnimTask_SkillSwap_Step
0x0810FDF0	0x0810FE13	thumb	AnimSkillSwapOrb
0x0810FE14	0x0810FF33	thumb	AnimTask_ExtrasensoryDistortion
0x0810FF34	0x08110031	thumb	AnimTask_ExtrasensoryDistortion_Step
0x08110034	0x08110133	thumb	AnimTask_TransparentCloneGrowAndShrink
0x08110134	0x0811023D	thumb	AnimTask_TransparentCloneGrowAndShrink_Step
0x08110240	0x08110365	thumb	AnimPsychoBoost
0x08110368	0x08110437	thumb	AnimMegahornHorn
0x08110438	0x081104E3	thumb	AnimLeechLifeNeedle
0x081104E4	0x0811057B	thumb	AnimTranslateWebThread
0x0811057C	0x081105B3	thumb	AnimTranslateWebThread_Step
0x081105B4	0x0811062F	thumb	AnimStringWrap
0x08110630	0x0811067B	thumb	AnimStringWrap_Step
0x0811067C	0x081106A3	thumb	AnimSpiderWeb
0x081106A4	0x081106FF	thumb	AnimSpiderWeb_Step
0x08110700	0x0811071F	thumb	AnimSpiderWeb_End
0x08110720	0x0811084F	thumb	AnimTranslateStinger
0x08110850	0x081108CB	thumb	AnimMissileArc
0x081108CC	0x08110993	thumb	AnimMissileArc_Step
0x08110994	0x081109EF	thumb	AnimTailGlowOrb
0x081109F0	0x08110A6F	thumb	AnimFallingRock
0x08110A70	0x08110AB3	thumb	AnimFallingRock_Step
0x08110AB4	0x08110B37	thumb	AnimRockFragment
0x08110B38	0x08110B7F	thumb	AnimParticleInVortex
0x08110B80	0x08110BCB	thumb	AnimParticleInVortex_Step
0x08110BCC	0x08110CAF	thumb	AnimTask_LoadSandstormBackground
0x08110CB0	0x08110E4B	thumb	AnimTask_LoadSandstormBackground_Step
0x08110E4C	0x08110F2F	thumb	AnimFlyingSandCrescent
0x08110F30	0x08110F73	thumb	AnimRaiseSprite
0x08110F74	0x081110A3	thumb	AnimTask_Rollout
0x081110A4	0x08111211	thumb	AnimTask_Rollout_Step
0x08111214	0x0811131B	thumb	CreateRolloutDirtSprite
0x0811131C	0x0811135B	thumb	AnimRolloutParticle
0x0811135C	0x08111387	thumb	GetRolloutCounter
0x08111388	0x081113C7	thumb	AnimRockTomb
0x081113C8	0x08111415	thumb	AnimRockTomb_Step
0x08111418	0x08111443	thumb	AnimRockBlastRock
0x08111444	0x0811149B	thumb	AnimRockScatter
0x0811149C	0x081114EB	thumb	AnimRockScatter_Step
0x081114EC	0x0811152B	thumb	AnimTask_GetSeismicTossDamageLevel
0x0811152C	0x0811158F	thumb	AnimTask_MoveSeismicTossBg
0x08111590	0x0811160B	thumb	AnimTask_SeismicTossBgAccelerateDownAtEnd
0x0811160C	0x08111673	thumb	AnimConfuseRayBallBounce
0x08111674	0x081116E7	thumb	AnimConfuseRayBallBounce_Step1
0x081116E8	0x08111763	thumb	AnimConfuseRayBallBounce_Step2
0x08111764	0x081117F3	thumb	UpdateConfuseRayBallBlend
0x081117F4	0x08111813	thumb	AnimConfuseRayBallSpiral
0x08111814	0x08111889	thumb	AnimConfuseRayBallSpiral_Step
0x0811188C	0x08111913	thumb	AnimTask_NightShadeClone
0x08111914	0x0811196B	thumb	AnimTask_NightShadeClone_Step1
0x0811196C	0x081119DD	thumb	AnimTask_NightShadeClone_Step2
0x081119E0	0x08111A87	thumb	AnimShadowBall
0x08111A88	0x08111B9B	thumb	AnimShadowBall_Step
0x08111B9C	0x08111BB3	thumb	AnimLick
0x08111BB4	0x08111C4F	thumb	AnimLick_Step
0x08111C50	0x08111D77	thumb	AnimTask_NightmareClone
0x08111D78	0x08111E4D	thumb	AnimTask_NightmareClone_Step
0x08111E50	0x08111E77	thumb	AnimTask_SpiteTargetShadow
0x08111E78	0x081120DB	thumb	AnimTask_SpiteTargetShadow_Step1
0x081120DC	0x0811216F	thumb	AnimTask_SpiteTargetShadow_Step2
0x08112170	0x08112263	thumb	AnimTask_SpiteTargetShadow_Step3
0x08112264	0x08112383	thumb	AnimDestinyBondWhiteShadow
0x08112384	0x081123C1	thumb	AnimDestinyBondWhiteShadow_Step
0x081123C4	0x081125DF	thumb	AnimTask_DestinyBondWhiteShadow
0x081125E0	0x08112757	thumb	AnimTask_DestinyBondWhiteShadow_Step
0x08112758	0x0811280B	thumb	AnimTask_CurseStretchingBlackBg
0x0811280C	0x08112993	thumb	AnimTask_CurseStretchingBlackBg_Step1
0x08112994	0x081129EF	thumb	AnimTask_CurseStretchingBlackBg_Step2
0x081129F0	0x08112A4B	thumb	AnimCurseNail
0x08112A4C	0x08112AC9	thumb	AnimCurseNail_Step1
0x08112ACC	0x08112B43	thumb	AnimCurseNail_Step2
0x08112B44	0x08112B77	thumb	AnimCurseNail_End
0x08112B78	0x08112C4B	thumb	AnimGhostStatusSprite
0x08112C4C	0x08112C6B	thumb	AnimGhostStatusSprite_Step
0x08112C6C	0x08112D0F	thumb	AnimTask_GrudgeFlames
0x08112D10	0x08112E9B	thumb	AnimTask_GrudgeFlames_Step
0x08112E9C	0x08112F5F	thumb	AnimGrudgeFlame
0x08112F60	0x08112FB7	thumb	AnimMonMoveCircular
0x08112FB8	0x08113063	thumb	AnimMonMoveCircular_Step
0x08113064	0x081130FF	thumb	AnimOutrageFlame
0x08113100	0x081131B3	thumb	StartDragonFireTranslation
0x081131B4	0x08113223	thumb	AnimDragonRageFirePlume
0x08113224	0x0811324F	thumb	AnimDragonFireToTarget
0x08113250	0x081132DF	thumb	AnimDragonDanceOrb
0x081132E0	0x081133E7	thumb	AnimDragonDanceOrb_Step
0x081133E8	0x081134B7	thumb	AnimTask_DragonDanceWaver
0x081134B8	0x08113571	thumb	AnimTask_DragonDanceWaver_Step
0x08113574	0x081135EB	thumb	UpdateDragonDanceScanlineEffect
0x081135EC	0x0811369B	thumb	AnimOverheatFlame
0x0811369C	0x081136E5	thumb	AnimOverheatFlame_Step
0x081136E8	0x0811375B	thumb	AnimTask_AttackerFadeToInvisible
0x0811375C	0x081137E3	thumb	AnimTask_AttackerFadeToInvisible_Step
0x081137E4	0x0811381B	thumb	AnimTask_AttackerFadeFromInvisible
0x0811381C	0x08113887	thumb	AnimTask_AttackerFadeFromInvisible_Step
0x08113888	0x081138D3	thumb	AnimTask_InitAttackerFadeFromInvisible
0x081138D4	0x0811394F	thumb	AnimUnusedBagSteal
0x08113950	0x081139D9	thumb	AnimUnusedBagSteal_Step
0x081139DC	0x08113A17	thumb	AnimBite
0x08113A18	0x08113A57	thumb	AnimBite_Step1
0x08113A58	0x08113A8D	thumb	AnimBite_Step2
0x08113A90	0x08113B8F	thumb	AnimTearDrop
0x08113B90	0x08113BA9	thumb	AnimTearDrop_Step
0x08113BAC	0x08113D5F	thumb	AnimTask_MoveAttackerMementoShadow
0x08113D60	0x08113E77	thumb	AnimTask_MoveAttackerMementoShadow_Step
0x08113E78	0x081140C7	thumb	AnimTask_MoveTargetMementoShadow
0x081140C8	0x08114243	thumb	AnimTask_MoveTargetMementoShadow_Step
0x08114244	0x08114373	thumb	DoMementoShadowEffect
0x08114374	0x081143BF	thumb	SetAllBattlersSpritePriority
0x081143C0	0x0811446F	thumb	AnimTask_InitMementoShadow
0x08114470	0x081144BB	thumb	AnimTask_MementoHandleBg
0x081144BC	0x081144F7	thumb	AnimClawSlash
0x081144F8	0x08114747	thumb	AnimTask_MetallicShine
0x08114748	0x0811489B	thumb	AnimTask_MetallicShine_Step
0x0811489C	0x0811495F	thumb	AnimTask_SetGrayscaleOrOriginalPal
0x08114960	0x08114993	thumb	GetIsDoomDesireHitTurn
0x08114994	0x081149FB	thumb	AnimBonemerangProjectile
0x081149FC	0x08114A5F	thumb	AnimBonemerangProjectile_Step
